stu_id, value
24211932, 0.000000
14973392, 0.003700
21300180, 0.040700
19283777, 0.016700
17343122, 0.001900
13389422, 0.000000
62133712, 0.001900
29111960, 0.000000
74994112, 0.057400
32807043, 0.003700
28939722, 0.027800
89412673, 0.005600
31173294, 0.000000
42712213, 0.050000
33313383, 0.011100
67249729, 0.042600
82918316, 0.092600
12722233, 0.490700
21920942, 0.003700
62399827, 0.009300
42272227, 0.048100
69898005, 0.046300
60699812, 0.025900
98909482, 0.175900
74143223, 0.037000
82162322, 0.070400
26926939, 0.000000
94742962, 0.014800
12822320, 0.009300
36448124, 0.048100
47434632, 0.001900
73212433, 0.435200
23182212, 0.009300
9313662, 0.001900
91780834, 0.000000
97203943, 0.000000
11912797, 0.025900
93541831, 0.000000
28623230, 0.014800
71311731, 0.003700
99691633, 0.033300
12179229, 0.011100
82051792, 0.001900
42169370, 0.000000
98396400, 0.022200
69243762, 0.035200
39779972, 0.037000
34117295, 0.000000
29927211, 0.025900
89272303, 0.114800
49830692, 0.001900
33390204, 0.051900
92109767, 0.018500
79096282, 0.003700
20421923, 0.003700
31293290, 0.018500
9326628, 0.033300
28277923, 0.018500
32932027, 0.000000
20840969, 0.014800
21422286, 0.005600
51971896, 0.000000
63793219, 0.000000
99274756, 0.011100
16932311, 0.000000
47189325, 0.014800
74617219, 0.005600
91941023, 0.014800
89472322, 0.003700
39826071, 0.001900
24489169, 0.016700
13428960, 0.007400
19921343, 0.013000
39263172, 0.000000
93242363, 0.016700
82339381, 0.124100
22089532, 0.005600
23942262, 0.016700
69330226, 0.003700
98636127, 0.000000
44764643, 0.007400
22871192, 0.025900
33927123, 0.005600
6186806, 0.022200
16223736, 0.005600
32812440, 0.003700
16984974, 0.003700
87211142, 0.033300
33741203, 0.000000
33096936, 0.011100
31821332, 0.029600
12361291, 0.066700
31693814, 0.553700
63928962, 0.007400
2992189, 0.003700
10419432, 0.001900
62921191, 0.000000
93022064, 0.003700
22971114, 0.007400
69342213, 0.090700
92036866, 0.003700
80821262, 0.037000
96996727, 0.007400
26199322, 0.257400
63729623, 0.013000
20244380, 0.000000
24614721, 0.005600
62732327, 0.000000
39424612, 0.025900
31901119, 0.000000
23378314, 0.011100
39082039, 0.020400
19132964, 0.000000
24122322, 0.000000
18792217, 0.001900
71196971, 0.037000
10839712, 0.016700
13914379, 0.005600
82088131, 0.048100
22372489, 0.096300
44674648, 0.038900
37299254, 0.007400
13579792, 0.000000
16102662, 0.001900
41473963, 0.000000
43981111, 0.044400
7909317, 0.003700
88002433, 0.000000
12223222, 0.029600
98411380, 0.007400
87629894, 0.018500
32126334, 0.024100
49763232, 0.001900
81839309, 0.001900
12884349, 0.022200
29112437, 0.014800
19632738, 0.053700
3332838, 0.118500
19369266, 0.000000
44815189, 0.005600
32072436, 0.294400
31099992, 0.007400
99292313, 0.007400
25292846, 0.000000
4647663, 0.253700
21303906, 0.003700
39443126, 0.288900
10299922, 0.003700
73793462, 0.005600
31982771, 0.003700
44225891, 0.000000
43116291, 0.003700
77123383, 0.000000
64440413, 0.005600
65361918, 0.005600
94222731, 0.066700
39896143, 0.003700
22073286, 0.003700
18139479, 0.009300
75491919, 0.000000
36671623, 0.000000
2022736, 0.103700
12728293, 0.055600
81692229, 0.011100
89131792, 0.001900
12210894, 0.005600
61354799, 0.001900
39321332, 0.003700
15919283, 0.000000
96281592, 0.059300
76881102, 0.000000
9958823, 0.014800
16423227, 0.013000
32126823, 0.001900
17222539, 0.003700
61988815, 0.013000
84938312, 0.001900
60282712, 0.001900
22910921, 0.005600
43091810, 0.014800
69134933, 0.000000
46392398, 0.007400
62792026, 0.001900
94328126, 0.000000
36930286, 0.038900
99082199, 0.005600
24314962, 0.000000
97998272, 0.005600
37374732, 0.029600
82601048, 0.001900
98494122, 0.011100
39572717, 0.050000
23922029, 0.000000
90391111, 0.001900
99734412, 0.001900
26191119, 0.001900
23369888, 0.001900
79915787, 0.009300
21327928, 0.014800
66383266, 0.001900
47111621, 0.068500
7239624, 0.005600
83493816, 0.005600
96136029, 0.025900
12433426, 0.001900
87319124, 0.000000
62391191, 0.103700
8829216, 0.011100
29808291, 0.020400
99244941, 0.033300
98992191, 0.016700
32987013, 0.000000
21272276, 0.003700
22429199, 0.022200
92038204, 0.007400
2929162, 0.003700
25932818, 0.005600
3998920, 0.038900
27972063, 0.000000
68928119, 0.001900
48828312, 0.001900
82082366, 0.018500
28292721, 0.005600
44108840, 0.118500
18957329, 0.003700
18688960, 0.018500
12902179, 0.027800
44082281, 0.007400
74633324, 0.005600
43227721, 0.000000
88396622, 0.005600
29441222, 0.000000
62378476, 0.001900
28860078, 0.000000
29797519, 0.000000
74711147, 0.005600
86801796, 0.001900
92280622, 0.001900
40232921, 0.009300
29352778, 0.001900
91902228, 0.024100
41288422, 0.000000
87931221, 0.025900
28033281, 0.018500
99444311, 0.005600
81923611, 0.016700
79790167, 0.031500
49711626, 0.037000
41917884, 0.000000
62270929, 0.000000
98203799, 0.011100
17262200, 0.175900
86402481, 0.000000
87363024, 0.009300
27296365, 0.003700
16936362, 0.001900
32080102, 0.011100
39297466, 0.185200
2239320, 0.051900
9918218, 0.025900
88141380, 0.024100
69022283, 0.009300
97870814, 0.000000
48397343, 0.000000
13792413, 0.013000
97230260, 0.003700
75718919, 0.003700
62311127, 0.000000
92321330, 0.009300
12221634, 0.016700
81409682, 0.007400
23922122, 0.037000
8172333, 0.024100
99134013, 0.155600
80624160, 0.003700
10481866, 0.070400
14343062, 0.127800
20962997, 0.000000
98229723, 0.044400
24111791, 0.005600
46227174, 0.007400
42724328, 0.003700
86761901, 0.000000
82437019, 0.014800
93329223, 0.000000
12591972, 0.014800
41187321, 0.044400
25799772, 0.003700
93621248, 0.014800
78192192, 0.000000
73673366, 0.000000
39431728, 0.075900
9328894, 0.000000
17020822, 0.001900
20082104, 0.029600
79076633, 0.011100
99221421, 0.007400
31283716, 0.018500
21233991, 0.001900
44891211, 0.000000
68882322, 0.011100
31832891, 0.022200
49822298, 0.011100
96238019, 0.000000
13922793, 0.007400
73284683, 0.003700
95023239, 0.007400
24832397, 0.001900
22324638, 0.131500
16118433, 0.022200
27364704, 0.059300
13223488, 0.013000
64414218, 0.001900
42628112, 0.000000
30126213, 0.001900
81441049, 0.000000
36838160, 0.000000
48176334, 0.003700
66186123, 0.003700
24268183, 0.003700
33379183, 0.007400
94327934, 0.011100
91463292, 0.000000
33239114, 0.009300
23023216, 0.000000
78921571, 0.346300
43801362, 0.044400
63862722, 0.038900
93427870, 0.050000
11992688, 0.001900
30121024, 0.001900
97363959, 0.000000
86429609, 0.007400
91861737, 0.000000
70039431, 0.009300
22933944, 0.000000
33229141, 0.005600
69879913, 0.037000
12391621, 0.083300
16910281, 0.014800
41596143, 0.013000
34948626, 0.000000
32032844, 0.009300
47279932, 0.014800
12926364, 0.020400
93321122, 0.001900
67146779, 0.013000
20222241, 0.007400
89769332, 0.659300
61221242, 0.003700
25613927, 0.003700
14481621, 0.005600
12889913, 0.014800
17332169, 0.001900
29148476, 0.000000
11391081, 0.005600
61992643, 0.001900
32898289, 0.000000
11996722, 0.009300
9827702, 0.007400
32922367, 0.005600
16232131, 0.000000
42343262, 0.020400
29126170, 0.018500
37193918, 0.029600
22981043, 0.011100
36319919, 0.098100
96633229, 0.003700
92936723, 0.022200
22975371, 0.001900
77141020, 0.048100
99841362, 0.005600
91336717, 0.000000
90160211, 0.001900
13117099, 0.001900
23239923, 0.014800
39922239, 0.000000
27702992, 0.000000
6297933, 0.007400
26320119, 0.001900
87912989, 0.000000
971239, 0.011100
93697802, 0.040700
64944871, 0.000000
73236920, 0.135200
63094390, 0.007400
2434088, 0.000000
92367023, 0.000000
73889996, 0.007400
25392999, 0.003700
63332432, 0.009300
28937953, 0.001900
2864496, 0.070400
69983921, 0.000000
92222572, 0.005600
92747299, 0.001900
22679223, 0.011100
80399121, 0.005600
38922601, 0.001900
67794018, 0.000000
24266821, 0.013000
32919073, 0.192600
27927222, 0.000000
92679226, 0.001900
96627012, 0.003700
29791368, 0.001900
62329197, 0.000000
22246229, 0.077800
97416437, 0.000000
24982667, 0.000000
93403664, 0.018500
47227291, 0.000000
28228232, 0.000000
39494070, 0.003700
88187226, 0.007400
86781912, 0.001900
7992225, 0.000000
99563792, 0.011100
4820628, 0.044400
33727863, 0.005600
22117477, 0.011100
96092086, 0.000000
20293113, 0.003700
96242633, 0.003700
92279033, 0.027800
7893141, 0.320400
28722722, 0.009300
62670831, 0.014800
99037382, 0.000000
28326933, 0.031500
27703910, 0.000000
62833627, 0.000000
11772278, 0.059300
20979828, 0.000000
44278323, 0.001900
22498273, 0.013000
62617292, 0.003700
63770999, 0.003700
19789972, 0.000000
19470481, 0.309300
3882319, 0.000000
39708721, 0.001900
23122113, 0.003700
19196574, 0.107400
26939895, 0.005600
92596333, 0.000000
93338335, 0.007400
46470103, 0.009300
93113143, 0.001900
62611482, 0.155600
94631732, 0.020400
1921220, 0.074100
77293812, 0.005600
92260422, 0.022200
81296206, 0.000000
19113092, 0.013000
68322419, 0.013000
22733930, 0.001900
66809427, 0.000000
82163111, 0.005600
29223411, 0.001900
26318492, 0.000000
16236020, 0.024100
78892069, 0.000000
25039893, 0.001900
13629596, 0.001900
31246683, 0.005600
71239883, 0.000000
91962013, 0.009300
46730069, 0.140700
96813892, 0.048100
13216722, 0.031500
26361227, 0.035200
95146142, 0.000000
62314234, 0.016700
16993292, 0.001900
29992226, 0.005600
29227727, 0.055600
66713229, 0.007400
28092332, 0.014800
24821301, 0.001900
44332222, 0.003700
23161199, 0.029600
63212917, 0.007400
22783226, 0.000000
77302993, 0.007400
44621743, 0.213000
33977282, 0.001900
20381292, 0.168500
31109244, 0.000000
71792438, 0.013000
7177821, 0.020400
32823843, 0.016700
87039327, 0.000000
49612121, 0.001900
18927630, 0.014800
72112792, 0.003700
83037496, 0.003700
72229336, 0.013000
23939163, 0.001900
76279629, 0.000000
92847317, 0.053700
53198132, 0.001900
21473903, 0.001900
23612724, 0.018500
98471442, 0.092600
2212491, 0.116700
12890212, 0.007400
11093142, 0.000000
43163019, 0.040700
49929126, 0.005600
92123892, 0.027800
72312771, 0.033300
37904193, 0.044400
11192237, 0.035200
21398722, 0.000000
36411371, 0.038900
79869526, 0.005600
92992739, 0.042600
21281241, 0.014800
91790972, 0.001900
41401726, 0.000000
19142219, 0.042600
62683192, 0.000000
22138109, 0.000000
33724423, 0.000000
62323278, 0.000000
42322211, 0.001900
42993230, 0.000000
14212968, 0.000000
18948272, 0.003700
42223963, 0.000000
21878929, 0.000000
34782169, 0.020400
22621923, 0.066700
80789389, 0.020400
32229666, 0.003700
34369299, 0.000000
2642129, 0.000000
87319802, 0.003700
39129312, 0.001900
1919297, 0.003700
91213345, 0.070400
32061319, 0.007400
97812394, 0.003700
27199811, 0.007400
91279867, 0.000000
23679671, 0.025900
12799206, 0.007400
79214920, 0.001900
72392223, 0.011100
30381938, 0.000000
31892297, 0.000000
92222213, 0.000000
72913961, 0.011100
21822996, 0.133300
37233272, 0.003700
13464763, 0.000000
35894744, 0.020400
74949773, 0.001900
72271943, 0.046300
26804887, 0.005600
98209234, 0.035200
24949861, 0.000000
41960918, 0.000000
27138011, 0.003700
86790136, 0.083300
1422199, 0.007400
41922721, 0.022200
24627113, 0.018500
94433061, 0.000000
43829474, 0.048100
91819712, 0.035200
27912372, 0.000000
23429231, 0.001900
62229231, 0.000000
99922693, 0.000000
37836363, 0.011100
43973222, 0.000000
11749911, 0.000000
71281139, 0.007400
22622924, 0.001900
13692007, 0.001900
46247289, 0.000000
98243392, 0.001900
19904188, 0.001900
83978161, 0.001900
91879527, 0.000000
17167133, 0.037000
79682322, 0.000000
32467249, 0.003700
32328226, 0.000000
47920282, 0.033300
92183796, 0.001900
37972332, 0.007400
67221614, 0.001900
2137271, 0.009300
81918122, 0.001900
92823691, 0.000000
64678170, 0.011100
39799267, 0.001900
12167047, 0.000000
71230391, 0.037000
99972299, 0.001900
32162468, 0.000000
22393313, 0.018500
42632429, 0.011100
78681094, 0.000000
91488421, 0.000000
29999149, 0.003700
82322231, 0.009300
63142693, 0.035200
32269321, 0.001900
88916983, 0.024100
99324898, 0.001900
48811033, 0.003700
30493166, 0.000000
92844638, 0.016700
22229290, 0.000000
34432232, 0.053700
16832383, 0.000000
14498633, 0.001900
73629060, 0.003700
66393917, 0.009300
99323130, 0.001900
53917447, 0.000000
22672837, 0.001900
23702626, 0.000000
62394737, 0.007400
82820838, 0.020400
37314969, 0.001900
93241123, 0.003700
97199712, 0.000000
92234792, 0.001900
81333781, 0.000000
93798261, 0.016700
48422128, 0.007400
62398701, 0.001900
74120946, 0.009300
21962321, 0.003700
33296392, 0.000000
94916373, 0.057400
43212983, 0.001900
94279225, 0.014800
83479324, 0.005600
93233727, 0.000000
82436329, 0.003700
33447913, 0.027800
99212378, 0.001900
42129983, 0.007400
93823782, 0.016700
99123371, 0.000000
1922291, 0.000000
89246102, 0.042600
22981222, 0.005600
21646091, 0.000000
91957793, 0.000000
10399043, 0.003700
13860979, 0.070400
96377275, 0.187000
73592879, 0.003700
23119292, 0.014800
34275692, 0.003700
83472633, 0.000000
93962167, 0.013000
21072298, 0.001900
11290927, 0.001900
94221313, 0.001900
97851222, 0.011100
36724746, 0.014800
92690213, 0.000000
33210162, 0.009300
97917229, 0.001900
79232596, 0.003700
99041437, 0.000000
1264139, 0.022200
71636982, 0.118500
72099621, 0.001900
41222964, 0.037000
13773219, 0.000000
98728142, 0.000000
83499827, 0.009300
94121909, 0.000000
43137233, 0.001900
21848811, 0.000000
33269280, 0.000000
90008243, 0.016700
10837164, 0.018500
6411892, 0.050000
62561339, 0.053700
37138107, 0.001900
27940386, 0.009300
27199732, 0.000000
71190439, 0.029600
64292617, 0.000000
80997319, 0.000000
91322627, 0.000000
24888692, 0.000000
17869294, 0.005600
48283429, 0.000000
22124910, 0.014800
89702282, 0.011100
48409636, 0.003700
99276900, 0.005600
21833026, 0.324100
46892944, 0.011100
82137829, 0.000000
69198429, 0.000000
49904193, 0.005600
83210426, 0.000000
36216274, 0.003700
93266694, 0.000000
49284043, 0.003700
23828696, 0.001900
37380444, 0.003700
21109014, 0.003700
29289962, 0.003700
26912496, 0.064800
31163134, 0.024100
31399362, 0.001900
27278922, 0.003700
35127267, 0.001900
79129330, 0.014800
48430292, 0.031500
82962980, 0.000000
2469253, 0.001900
5039123, 0.009300
31477818, 0.003700
14494122, 0.001900
40182692, 0.007400
32012189, 0.020400
39338238, 0.007400
27227298, 0.001900
21892774, 0.007400
15298222, 0.001900
73812529, 0.000000
95122876, 0.018500
83326624, 0.001900
23421104, 0.007400
63392121, 0.003700
43362290, 0.003700
83729493, 0.000000
42227283, 0.000000
32929619, 0.009300
94299722, 0.033300
18925704, 0.001900
92282342, 0.003700
17429411, 0.020400
42123941, 0.000000
23193411, 0.000000
47273912, 0.001900
12192841, 0.003700
42778264, 0.007400
45649204, 0.011100
78422969, 0.001900
38132042, 0.009300
33266293, 0.001900
66312174, 0.003700
39694789, 0.000000
24947959, 0.007400
17932292, 0.000000
98232423, 0.000000
23924072, 0.000000
37372612, 0.000000
12614743, 0.005600
39113928, 0.000000
34908216, 0.003700
1968045, 0.009300
49409928, 0.000000
80268692, 0.005600
12393722, 0.003700
22307338, 0.001900
22222203, 0.001900
23213186, 0.001900
41262319, 0.000000
93592842, 0.000000
11273826, 0.001900
24861269, 0.005600
62111036, 0.029600
21972209, 0.000000
24271321, 0.000000
99019982, 0.020400
83419034, 0.000000
35799338, 0.000000
11313837, 0.007400
42219738, 0.001900
27228980, 0.009300
22330468, 0.079600
98678949, 0.013000
33427612, 0.014800
71212489, 0.000000
43292064, 0.007400
21732179, 0.001900
77912711, 0.000000
32368333, 0.024100
32629230, 0.000000
38143029, 0.007400
96173239, 0.001900
22862362, 0.009300
99773391, 0.003700
6316840, 0.007400
29621331, 0.044400
94020193, 0.000000
39171633, 0.005600
70202987, 0.044400
62034918, 0.094400
41263727, 0.000000
13634924, 0.000000
24627789, 0.000000
43921819, 0.000000
90492264, 0.000000
91893062, 0.101900
12999173, 0.037000
25136974, 0.000000
95223767, 0.009300
34420304, 0.013000
54318489, 0.000000
96232199, 0.000000
83244249, 0.000000
61206222, 0.000000
40792919, 0.005600
18918390, 0.025900
16162677, 0.001900
27474197, 0.001900
72961186, 0.051900
13259722, 0.001900
19323141, 0.005600
60912822, 0.003700
26183339, 0.083300
73737189, 0.000000
12630008, 0.005600
11212338, 0.000000
97362511, 0.005600
92646728, 0.000000
72219108, 0.000000
74281792, 0.000000
99995294, 0.014800
96478302, 0.000000
61203132, 0.007400
20792123, 0.001900
22606621, 0.009300
14124274, 0.005600
86219241, 0.038900
87347799, 0.000000
14782814, 0.001900
96274120, 0.011100
24333103, 0.003700
36329127, 0.005600
21373921, 0.000000
13061319, 0.009300
42622221, 0.007400
52973603, 0.003700
28221048, 0.003700
92243399, 0.000000
32219953, 0.005600
23222611, 0.005600
12342619, 0.001900
13821417, 0.020400
12299241, 0.005600
42298839, 0.048100
92928367, 0.033300
83170207, 0.001900
89895947, 0.000000
9485142, 0.007400
30787978, 0.025900
79799027, 0.003700
31270326, 0.001900
27369322, 0.164800
73563934, 0.003700
18297288, 0.003700
9922479, 0.001900
19121229, 0.003700
14422942, 0.070400
12241491, 0.018500
22960334, 0.009300
29729222, 0.000000
73228028, 0.000000
90628784, 0.000000
89312216, 0.013000
74102772, 0.000000
11341931, 0.000000
92722392, 0.000000
41968199, 0.003700
92242772, 0.003700
97406266, 0.003700
11609691, 0.027800
83922914, 0.009300
92341301, 0.005600
99780824, 0.001900
92427839, 0.005600
29689353, 0.044400
42012943, 0.007400
78196620, 0.007400
33292732, 0.007400
24730729, 0.000000
99242043, 0.000000
61898121, 0.007400
72118439, 0.007400
22399227, 0.018500
2120391, 0.013000
93273391, 0.011100
92613130, 0.003700
46289146, 0.085200
18859962, 0.020400
25381839, 0.100000
26171717, 0.018500
1279916, 0.009300
23373322, 0.016700
43122328, 0.005600
34739921, 0.000000
29112372, 0.007400
32230261, 0.001900
73997812, 0.040700
24337983, 0.000000
86173862, 0.000000
23639368, 0.003700
81289222, 0.001900
3216067, 0.007400
40867828, 0.003700
39072141, 0.000000
10369423, 0.001900
23698933, 0.001900
49203047, 0.007400
64926063, 0.000000
23494292, 0.001900
42092201, 0.001900
89716281, 0.013000
32733111, 0.005600
22972901, 0.020400
27225719, 0.025900
29009478, 0.000000
42921747, 0.001900
26329024, 0.005600
81222976, 0.000000
9744976, 0.005600
71719223, 0.064800
61229169, 0.001900
22287296, 0.035200
12139707, 0.083300
21791321, 0.007400
78129923, 0.003700
13059942, 0.000000
82489719, 0.003700
43933320, 0.001900
36002427, 0.001900
77141219, 0.007400
21823292, 0.001900
43423232, 0.051900
96397623, 0.005600
77489289, 0.011100
48228012, 0.003700
13261944, 0.005600
38379121, 0.001900
62183788, 0.000000
12433276, 0.003700
36391206, 0.005600
9246832, 0.001900
64241470, 0.025900
21527923, 0.031500
28212389, 0.003700
13329648, 0.000000
21772983, 0.003700
82393619, 0.000000
97968238, 0.003700
72209131, 0.020400
49902679, 0.007400
22321733, 0.035200
79622332, 0.055600
24694241, 0.005600
78449362, 0.000000
47394636, 0.000000
92612208, 0.000000
83296472, 0.001900
94322908, 0.001900
31242239, 0.009300
33110272, 0.011100
26293842, 0.009300
36161992, 0.001900
79820322, 0.000000
49163124, 0.007400
24947982, 0.000000
6291139, 0.001900
72716992, 0.001900
62307497, 0.000000
30129912, 0.011100
89932392, 0.009300
93232197, 0.009300
22880196, 0.000000
36690231, 0.005600
29799913, 0.001900
21667299, 0.001900
31802439, 0.000000
9423246, 0.009300
26606142, 0.000000
2092193, 0.000000
23582292, 0.003700
14787291, 0.007400
78262266, 0.003700
27031481, 0.001900
11476774, 0.000000
59399392, 0.005600
93037830, 0.011100
44149597, 0.001900
2863126, 0.001900
97341236, 0.005600
22393031, 0.003700
31209068, 0.011100
95622792, 0.009300
95297476, 0.000000
29740763, 0.000000
23944212, 0.000000
3728162, 0.013000
32331299, 0.000000
92977221, 0.003700
69708990, 0.001900
22692191, 0.000000
98127026, 0.000000
93174626, 0.001900
69977211, 0.000000
71633662, 0.000000
28192714, 0.000000
41262279, 0.001900
92221364, 0.001900
39197221, 0.000000
91494793, 0.003700
82393391, 0.001900
21311392, 0.005600
32260496, 0.003700
19892346, 0.011100
24142212, 0.011100
23107937, 0.000000
91603021, 0.001900
93822667, 0.000000
79021974, 0.005600
47293397, 0.000000
61224269, 0.003700
31941147, 0.009300
82300224, 0.007400
82030203, 0.003700
23762388, 0.009300
41013317, 0.001900
71970314, 0.009300
97129370, 0.009300
69611922, 0.003700
71793271, 0.000000
33971882, 0.001900
9098922, 0.016700
42248406, 0.000000
21993210, 0.000000
21092166, 0.388900
27591992, 0.022200
21392127, 0.005600
32183039, 0.005600
29763264, 0.005600
91623979, 0.005600
79323222, 0.000000
2281224, 0.013000
46493081, 0.007400
21328690, 0.000000
69929791, 0.013000
18083133, 0.074100
63112323, 0.000000
80348014, 0.000000
48931729, 0.000000
13978641, 0.009300
32442262, 0.025900
21262962, 0.000000
94321418, 0.000000
30423621, 0.000000
29192182, 0.000000
